0,-0.020
1,-0.015
2,-0.015
3,-0.015
4,-0.015
5,-0.015
6,-0.020
7,-0.020
8,-0.020
9,-0.020
10,-0.015
11,-0.010
12,0.000
13,-0.010
14,-0.010
15,-0.015
16,-0.010
17,-0.010
18,0.010
19,0.015
20,0.010
21,-0.015
22,-0.030
23,-0.030
24,-0.015
25,-0.010
26,0.000
27,0.000
28,0.000
29,-0.010
30,-0.020
31,-0.030
32,-0.035
33,-0.030
34,-0.020
35,-0.015
36,-0.020
37,-0.030
38,-0.020
39,-0.015
40,-0.020
41,-0.035
42,-0.030
43,-0.010
44,0.000
45,-0.015
46,-0.035
47,-0.030
48,-0.015
49,-0.015
50,-0.035
51,-0.050
52,-0.040
53,-0.030
54,-0.020
55,-0.010
56,0.015
57,0.020
58,-0.010
59,-0.035
60,-0.050
61,-0.035
62,-0.020
63,-0.010
64,-0.015
65,-0.030
66,-0.035
67,-0.020
68,-0.015
69,-0.015
70,-0.020
71,-0.030
72,-0.030
73,-0.030
74,-0.030
75,-0.030
76,-0.030
77,-0.020
78,-0.015
79,-0.015
80,-0.015
81,-0.020
82,-0.020
83,-0.020
84,-0.020
85,-0.020
86,-0.020
87,-0.030
88,-0.035
89,-0.035
90,-0.030
91,-0.020
92,-0.020
93,-0.030
94,-0.035
95,-0.030
96,-0.020
97,-0.020
98,-0.030
99,-0.030
100,-0.020
101,-0.030
102,-0.020
103,-0.015
104,0.000
105,0.000
106,0.000
107,0.000
108,0.010
109,0.015
110,0.015
111,0.015
112,0.020
113,0.035
114,0.040
115,0.040
116,0.050
117,0.055
118,0.060
119,0.070
120,0.090
121,0.100
122,0.100
123,0.095
124,0.095
125,0.100
126,0.100
127,0.095
128,0.090
129,0.080
130,0.095
131,0.115
132,0.135
133,0.150
134,0.155
135,0.170
136,0.175
137,0.180
138,0.175
139,0.170
140,0.160
141,0.150
142,0.140
143,0.140
144,0.140
145,0.115
146,0.080
147,0.070
148,0.070
149,0.060
150,0.050
151,0.040
152,0.035
153,0.015
154,-0.010
155,-0.020
156,-0.020
157,-0.030
158,-0.030
159,-0.035
160,-0.035
161,-0.040
162,-0.035
163,-0.030
164,-0.020
165,-0.035
166,-0.055
167,-0.070
168,-0.070
169,-0.060
170,-0.060
171,-0.070
172,-0.070
173,-0.070
174,-0.055
175,-0.050
176,-0.050
177,-0.060
178,-0.070
179,-0.070
180,-0.060
181,-0.060
182,-0.060
183,-0.060
184,-0.060
185,-0.060
186,-0.055
187,-0.055
188,-0.070
189,-0.080
190,-0.080
191,-0.055
192,-0.010
193,0.050
194,0.110
195,0.160
196,0.235
197,0.330
198,0.435
199,0.555
200,0.690
201,0.840
202,0.980
203,1.095
204,1.160
205,1.175
206,1.155
207,1.135
208,1.115
209,1.060
210,0.950
211,0.810
212,0.690
213,0.600
214,0.530
215,0.435
216,0.350
217,0.275
218,0.215
219,0.160
220,0.120
221,0.075
222,0.010
223,-0.050
224,-0.075
225,-0.075
226,-0.080
227,-0.075
228,-0.075
229,-0.080
230,-0.090
231,-0.090
232,-0.080
233,-0.090
234,-0.100
235,-0.120
236,-0.120
237,-0.100
238,-0.090
239,-0.095
240,-0.120
241,-0.130
242,-0.130
243,-0.120
244,-0.120
245,-0.130
246,-0.135
247,-0.140
248,-0.135
249,-0.130
250,-0.115
251,-0.115
252,-0.115
253,-0.115
254,-0.110
255,-0.100
256,-0.095
257,-0.090
258,-0.095
259,-0.115
260,-0.130
261,-0.120
262,-0.115
263,-0.115
264,-0.115
265,-0.110
266,-0.100
267,-0.095
268,-0.090
269,-0.090
270,-0.095
271,-0.100
272,-0.110
273,-0.115
274,-0.115
275,-0.110
276,-0.100
